r,tau,nur,nu_r,Jtau,Jr,T,mu,alpha,ur,v,n,ok,kappa,tau_n
0.04166666666666667,1.2286095023671233,8.174244399899156e-7,8.174244399899156e-7,0.07946744654895874,2.8669623457094134e-5,0.4045483465411541,-0.4068824066177639,-1.0057695454611686,0.00035048566473118366,0.00035048564320432085,0.0794674413815651,true,0.018567939459174718,0.06223612142325463
0.12499999999999999,1.2286095023671233,2.452273319969746e-6,2.452273319969746e-6,0.07946744654895874,8.571752015469988e-5,0.40452379346373707,-0.40687429236195727,-1.0058105331162206,0.0010477912510092936,0.0010477906758423075,0.07946740035720302,true,0.01856199558976546,0.06224185003540128
0.20833333333333331,1.2286095023671233,4.2272933333123565e-6,4.2272933333123565e-6,0.07944117380081459,0.00014212857081743823,0.4044735998834538,-0.4068562657001685,-1.005890782037199,0.0017358945166011325,0.0017358919011957288,0.07944104677174478,true,0.018549914519006568,0.062253563923037054
0.2916666666666667,1.2286095023671233,6.362304316606217e-6,6.362304316606217e-6,0.07938012986065336,0.00019787516207790811,0.40439962025493176,-0.40682942964196744,-1.006008436371686,0.002412611978573623,0.002412604957063154,0.07937988348815525,true,0.018532130114568685,0.06227083608804153
0.375,1.2286095023671233,8.990808800691115e-6,8.990808800691115e-6,0.07928789334994728,0.0002532582562081666,0.40430332267952623,-0.4067945788947699,-1.006161849471661,0.003080781713514133,0.0030807670934359112,0.0792874893849096,true,0.018508993763485772,0.062293331775481686
0.4583333333333333,1.2286095023671233,1.225388224057508e-5,1.225388224057508e-5,0.07916685438932353,0.00030894018633058763,0.4041855054553028,-0.40675225168709145,-1.0063504163240522,0.003747636077238152,0.0037476097601604336,0.07916625253235841,true,0.018480698895291373,0.06232087445866077
0.5416666666666666,1.2286095023671233,1.6295510689391284e-5,1.6295510689391284e-5,0.07901709566855053,0.0003657993429161335,0.40404583649046966,-0.4067025291111637,-1.0065752258302425,0.0044231892733705485,0.00442314600503361,0.0790162506341073,true,0.018447172480259528,0.062353553894377314
0.6249999999999999,1.2286095023671233,2.1254937601444336e-5,2.1254937601444336e-5,0.07883747652228462,0.00042475919019829074,0.4038831649315546,-0.4066454054852627,-1.0068392069626775,0.005118252287627148,0.005118185248779674,0.07883633512405723,true,0.01840813938806148,0.062391654274515734
0.7083333333333333,1.2286095023671233,2.7234529847476665e-5,2.7234529847476665e-5,0.07862382916563525,0.00048658426851646024,0.4036958061191898,-0.40658103652526073,-1.0071470408221657,0.00584248456183321,0.0058423848488736605,0.07862232819060326,true,0.018363185699936592,0.06243558870086473
0.7916666666666666,1.2286095023671233,3.423880092047635e-5,3.423880092047635e-5,0.07837063002927784,0.000551740196702529,0.4034815780010864,-0.4065095300950347,-1.0075045609491002,0.006603419817923913,0.006603275851065463,0.07836869532017016,true,0.01831177944643445,0.06248589198565829
0.8749999999999999,1.2286095023671233,4.220221595218704e-5,4.220221595218704e-5,0.07807851767384268,0.0006204072985076353,0.40323834261399255,-0.4064311337762733,-1.0079178759182064,0.007405663805254785,0.007405460736026443,0.07807606418011784,true,0.01825340214491217,0.06254309488154562
0.9583333333333331,1.2286095023671233,5.1003032263524114e-5,5.1003032263524114e-5,0.07774753249862809,0.0006924939236612646,0.40296422859282427,-0.40634633606066556,-1.0083930712154074,0.008251274094977475,0.008250993221409816,0.07774446515941266,true,0.018187602025717547,0.0626076725381244
1.0416666666666667,1.2286095023671233,6.044236292413416e-5,6.044236292413416e-5,0.07737486072040493,0.0007677026134937563,0.402657426242539,-0.40625541231647966,-1.0089356009338157,0.009141145370423865,0.009140763474841582,0.0773710757142053,true,0.01811396333721319,0.06268009336383794
1.125,1.2286095023671233,7.034748115363929e-5,7.034748115363929e-5,0.0769603704215301,0.0008457165361275121,0.402316675044528,-0.40615876037418736,-1.0095499032677036,0.01007551739897035,0.010075006024536213,0.07695575564716016,true,0.018032215273856414,0.06276070442992238
1.2083333333333333,1.2286095023671233,8.059123322545477e-5,8.059123322545477e-5,0.07650243846450408,0.000926258415024566,0.4019413878859456,-0.40605721288845853,-1.01023986363823,0.011054924794907547,0.01105424933810907,0.07649687333817667,true,0.017942248430765768,0.06284970138827686
1.2916666666666667,1.2286095023671233,9.100854036423345e-5,9.100854036423345e-5,0.07599803535771595,0.0010090723647097203,0.4015312587494527,-0.40595165060723865,-1.0110088362025735,0.012081155748206857,0.012080274196243957,0.0759913905159074,true,0.017844032034367394,0.06294722046567502
1.375,1.2286095023671233,0.00010143051237358603,0.00010143051237358603,0.07544918746880648,0.001093960371982553,0.4010864947588504,-0.40584322844014653,-1.011859620664007,0.013156315421845989,0.013155176965292127,0.07544132439701746,true,0.01773766101305095,0.06305328247877423
