r,tau,Dtau,Sr,E,nur,Pi,piR,piEta,piPhi,D,T,mu,alpha,phi,ur,v,n,e,P,ok
0.04999999999999999,0.6,0.03530993045672341,0.0,222.0216753083521,0.0,0.0,0.0,0.0,-0.0,0.05884988409453902,0.5999305651997242,0.09999000049998363,0.1666692885812473,-2.3336200565709397,0.0,0.0,0.05884988409453905,222.0216753083521,73.98932346584031,true
0.14999999999999997,0.6,0.035163244324777077,0.0,221.2014067000415,0.0,0.0,0.0,0.0,-0.0,0.0586054072079618,0.599375780599365,0.09991004048785279,0.16669015285860322,-2.3359134700305746,0.0,0.0,0.0586054072079618,221.2014067000415,73.71596817953606,true
0.25,0.6,0.034872052598048785,0.0,219.57311087614016,0.0,0.0,0.0,0.0,-0.0,0.058120087663414643,0.598269903122579,0.09975031223974606,0.16673128920427793,-2.3404982942512453,0.0,0.0,0.058120087663414643,219.57311087614016,73.17333716505495,true
0.35,0.6,0.03444065811744445,0.0,217.16092333783953,0.0,0.0,0.0,0.0,-0.0,0.057401096862407415,0.5966202753042178,0.09951119854158264,0.16679151322982058,-2.347370445538924,0.0,0.0,0.057401096862407394,217.16092333783953,72.3694737985094,true
0.44999999999999996,0.6,0.03387537183290372,0.0,214.0001942826139,0.0,0.0,0.0,0.0,-0.0,0.056458953054839535,0.594437809298334,0.09919327166055703,0.1668690485513419,-2.356523603357154,0.0,0.0,0.056458953054839535,214.0001942826139,71.31615884511238,true
0.55,0.6,0.033184347075063396,0.0,210.13650646547552,0.0,0.0,0.0,0.0,-0.0,0.05530724512510566,0.591736866663741,0.09879729106308388,0.1669615273763671,-2.3679489784657277,0.0,0.0,0.05530724512510566,210.13650646547552,70.02858314063656,true
0.65,0.6,0.03237736865063468,0.0,205.6244322282318,0.0,0.0,0.0,0.0,-0.0,0.05396228108439114,0.5885351009795443,0.09832420039192558,0.16706599186399762,-2.381635007453519,0.0,0.0,0.053962281084391134,205.6244322282318,68.52493334607715,true
0.75,0.6,0.03146560472773695,0.0,200.52608162632185,0.0,0.0,0.0,0.0,-0.0,0.05244267454622825,0.5848532657033689,0.09777512371933339,0.16717889674728062,-2.3975669770678163,0.0,0.0,0.05244267454622822,200.52608162632185,66.82590808284819,true
0.8500000000000001,0.6,0.030461330690610036,0.0,194.90950063895457,0.0,0.0,0.0,0.0,-0.0,0.05076888448435006,0.5807149901975164,0.0971513610970296,0.16729611381994097,-2.415726582890214,0.0,0.0,0.05076888448435006,194.90950063895457,64.95418410745623,true
0.95,0.6,0.029377634909965658,0.0,188.8469822243265,0.0,0.0,0.0,0.0,-0.0,0.04896272484994277,0.5761465273035866,0.09645438342768164,0.16741293899504373,-2.436091428236195,0.0,0.0,0.04896272484994277,188.8469822243265,62.93385344296549,true
