r,tau,Dtau,Sr,E,nur,Pi,piR,piEta,piPhi,D,T,mu,alpha,phi,ur,v,n,e,P,ok
0.04999999999999999,0.605,0.03530577743982531,0.0,219.85804996294613,0.0,0.0,0.0,0.0,-0.0,0.058356656925331096,0.5984635863239666,0.10133672240463687,0.1693281341093662,-2.3370900244517534,0.0,0.0,0.05835665692533112,219.85804996294613,73.26824717862159,false
0.14999999999999997,0.605,0.03516181152632697,0.009076898728700914,219.06076407161032,0.0,0.0,0.0,0.0,-0.0,0.05811869673773053,0.5979203845239812,0.10125978828647253,0.16935329670535967,-2.339341905573429,3.107853080248346e-5,3.107853078747447e-5,0.05811869670966285,219.06076378951377,73.00255097927882,false
0.25,0.605,0.034870004786751396,0.016752624371748927,217.44476076608544,0.0,0.0,0.0,0.0,-0.0,0.05763637154834942,0.5968148145428077,0.10110292844392288,0.1694041869945423,-2.3439382493005096,5.7785847512854116e-5,5.7785847416374746e-5,0.05763637145211962,217.4447597980209,72.4640165689294,false
0.35,0.605,0.03443866312383051,0.023097190933648815,215.05612285294643,0.0,0.0,0.0,0.0,-0.0,0.056923410122033904,0.5951693142511898,0.1008686156590346,0.16947885793800055,-2.350812366899792,8.055545055257571e-5,8.055545029120629e-5,0.05692340993734081,215.05612099234185,71.668001339184,false
0.44999999999999996,0.605,0.033873455855779534,0.029098180012075776,211.92630537210766,0.0,0.0,0.0,0.0,-0.0,0.055989183232693446,0.5929923483431007,0.10055705779061963,0.1695756413579187,-2.359967959316186,0.00010298370898362272,0.00010298370843751842,0.055989182935792775,211.9263023754691,70.62498796891647,false
0.55,0.605,0.03318252633334002,0.034686248889032836,208.10039535336082,0.0,0.0,0.0,0.0,-0.0,0.05484715096419838,0.5902982093232402,0.10016898025151755,0.16969216350217017,-2.371396351266842,0.00012501783914985735,0.0001250178381728767,0.054847150535582694,208.100391016961,69.35000209366686,false
0.65,0.605,0.03237565719747956,0.03979185011480312,203.63242642195416,0.0,0.0,0.0,0.0,-0.0,0.0535134829710406,0.5871045043324524,0.09970528834816528,0.16982545290047102,-2.385085962241072,0.00014656650665191727,0.00014656650507766542,0.05351348239625921,203.6324205898017,67.86105084774991,false
0.75,0.605,0.0314640141962006,0.04435868681485182,198.58389588260246,0.0,0.0,0.0,0.0,-0.0,0.05200663503504232,0.5834319323093418,0.09916706062019043,0.1699719455321328,-2.401022058965866,0.00016754141287601948,0.00016754141052456532,0.05200663430512593,198.5838884506855,66.1786286536694,true
0.8500000000000001,0.605,0.030459870122047584,0.048344359044452834,193.02217889145578,0.0,0.0,0.0,0.0,-0.0,0.05034689276371502,0.5793040606416445,0.09855554465014293,0.1701274880431212,-2.419186314346907,0.00018785643835010513,0.00018785643503537448,0.050346891875343094,193.0221698096569,64.32518871588385,false
0.95,0.605,0.029376310668088344,0.051720698293956605,187.0188563197138,0.0,0.0,0.0,0.0,-0.0,0.04855588540179892,0.574747073443671,0.09787215224013113,0.17028734335908408,-2.4395563066704096,0.00020742755043640914,0.00020742754597400086,0.04855588435721161,187.01884559141627,62.324585753497274,false
1.05,0.605,0.02822675547263252,-0.7034843220645599,180.64651000002152,0.0,0.0,0.0,0.0,-0.0,0.04665579416964053,0.5697866941965237,0.09712497192686453,0.1704584766827942,-2.4621056306893565,-0.0029208908502251557,-0.002920878390363788,0.0466555951465489,180.64445520786728,60.200327165610275,false
1.1500000000000001,0.605,0.02702552833444846,0.1191224004097192,173.74523754180592,0.0,0.0,0.0,0.0,-0.0,0.0446702947676834,0.5642674925098417,0.09716787588461662,0.17220179644306174,-2.486111893271817,0.0005142425376234772,0.0005142424696289572,0.04467028886125788,173.74517628400858,57.9011305531318,false
1.25,0.605,0.025785854979636154,0.06082143975671482,167.1026617988503,0.0,0.0,0.0,0.0,-0.0,0.04262124790022505,0.558796415726148,0.09540745743037693,0.17073741839663786,-2.5136033500579544,0.0002729987277792493,0.00027299871760618356,0.04262124631198042,167.1026451946753,55.68754135680433,false
1.35,0.605,0.024521297221320508,0.10794165351147689,159.8545669080449,0.0,0.0,0.0,0.0,-0.0,0.040531069787306626,0.5526368385976544,0.09531641550713177,0.1724756817677994,-2.541784199651489,0.0005064672143165605,0.0005064671493598638,0.04053106458901474,159.85451223914328,53.27209618926949,false
1.45,0.605,0.023244821545808043,0.7025181190315923,152.9705747145897,0.0,0.0,0.0,0.0,-0.0,0.03842119263769925,0.5465877840719717,0.09344182899344977,0.17095484333244054,-2.5733435909012967,0.003444617609069594,0.003444597173384971,0.03842096469850116,152.96815482266265,50.97725537122404,false
1.55,0.605,0.021967735786834815,-0.5363698241090198,145.84846583692587,0.0,0.0,0.0,0.0,-0.0,0.03631030708567738,0.5401135311749694,0.09236712459328267,0.1710142761880935,-2.6061796162457473,-0.002758368010027072,-0.0027583575164356984,0.0363101689512719,145.84698633718997,48.604146238577464,true
1.6500000000000001,0.605,0.020702115182540268,0.09323274185422531,138.58542719718423,0.0,0.0,0.0,0.0,-0.0,0.0342183722025459,0.5332625022554126,0.09207465991274133,0.17266291840006603,-2.6402106544759745,0.0005045891167523926,0.0005045890525156428,0.03421836784637381,138.58538015296335,46.18422127103137,true
1.7500000000000002,0.605,0.019457411929481576,0.6186167726709559,131.80252528371432,0.0,0.0,0.0,0.0,-0.0,0.032161011453688555,0.5266135678449185,0.0900407558982157,0.17098069893393184,-2.677407742971409,0.003520376873871691,0.0035203550599652695,0.03216081216897576,131.80034753302854,43.923150715870484,false
1.8499999999999999,0.605,0.018242038730502085,0.056265986285011366,124.97079961902989,0.0,0.0,0.0,0.0,-0.0,0.030152130133061297,0.51965630742489,0.08879351438526273,0.1708696942894256,-2.715653529941441,0.0003376944971783539,0.0003376944779234251,0.030152128413823562,124.97078061831705,41.647223367327996,true
1.95,0.605,0.017064021241858775,0.05457365963783258,118.32562062476114,0.0,0.0,0.0,0.0,-0.0,0.028204993788196322,0.5126075284159011,0.08750058324287857,0.17069703114443044,-2.75551828339731,0.00034593197615809235,0.0003459319554594391,0.028204992100565728,118.32560174598837,39.432744211329826,true
2.05,0.605,0.015929461652857677,0.05262830309381902,111.89907957177755,0.0,0.0,0.0,0.0,-0.0,0.026329688682409383,0.5055023323695269,0.08616023225460512,0.170444776883089,-2.7969005822743958,0.00035275979356446323,0.00035275977161584404,0.026329687044183248,111.89906100662938,37.29112670585696,true
