r,tau,Dtau,Sr,E,nur,Pi,piR,piEta,piPhi,D,T,mu,alpha,phi,ur,v,n,e,P,ok
0.024999999999999994,9.604806243061761,0.07692868286379193,0.0,0.22137832764840354,-1.0271223144607473e-6,-0.006175250034308541,-0.001838567519828029,0.0019875792146491953,-0.0001490116948211662,0.00800939455903788,0.10497715597993952,1.372345739525346,13.072803570593898,-1.2160194213972413,0.0,0.0,0.008009394559037916,0.22137832764840681,0.0701758467837945,true
0.07499999999999998,9.604806243061761,0.07655458687143615,0.003113145196910522,0.21997092439856555,-3.0841446038490213e-6,-0.006180670258843127,-0.002004425319130484,0.00237046063003027,-0.0003660353108997862,0.007970445726246379,0.10480340916272406,1.3723218081154547,13.09424778333981,-1.2182637273402481,0.011059874388608627,0.011059198024197678,0.00796999240130873,0.21993649550935768,0.06971244891151633,true
0.125,9.604806243061761,0.07678855922714486,0.004807896696229334,0.22083966175248798,-5.123641008282588e-6,-0.006179631656036075,-0.0014394249304269945,0.0022788001009554654,-0.000839375170528471,0.007994805650828692,0.10490224089453808,1.3723531056232794,13.082209626036057,-1.2168176131246666,0.016979692979904308,0.016977245801632856,0.007993740381647586,0.2207580369084903,0.06997590105208389,true
0.175,9.604806243061761,0.07675381983815716,0.00679335351013185,0.22073315592528264,-7.200008276454758e-6,-0.006179607137805839,-0.001320436347366294,0.002290944406479807,-0.0009705080591135128,0.007991188775265709,0.1048795064153771,1.3723562379926988,13.085075291615677,-1.217051513398298,0.023999107555814348,0.023992199310854143,0.00798906117197128,0.22057016843388236,0.06991531518474817,true
0.22499999999999998,9.604806243061761,0.07676899382023697,0.008715556511839043,0.22081819765696445,-9.250517893278915e-6,-0.006179148822774463,-0.0012341555464568436,0.002284923824481421,-0.0010507682780245774,0.007992768607455535,0.10487692512391572,1.372366310327684,13.085493388618952,-1.2169854286013095,0.030777517648942477,0.030762950909085165,0.007989270135940276,0.22055008141984908,0.06990851632614563,true
0.275,9.604806243061761,0.07676980518306493,0.010662561204571888,0.22087762829214103,-1.1315490110913148e-5,-0.0061786072527058,-0.0011914560847416285,0.0022825846891220514,-0.001091128604380423,0.00799285308212451,0.10486797176622525,1.3723700569258184,13.086646321196579,-1.217053604876597,0.03765140422681654,0.03762474472146258,0.007987619092491021,0.22047645214874664,0.06988468882682418,true
0.325,9.604806243061761,0.07677087585078583,0.012599408711574792,0.22097692583919967,-1.3369791147486384e-5,-0.006177950428837685,-0.0011605743298817085,0.0022769851853250748,-0.0011164108554433663,0.007992964554203572,0.10486087089603585,1.3723645086198726,13.087479599330251,-1.217188931290409,0.044485664319734095,0.04444171155116673,0.007985660927070409,0.22041698655152978,0.06986572762675299,true
0.375,9.604806243061761,0.07676792145735353,0.014540504611128163,0.22109982155394103,-1.5428194626726474e-5,-0.006177258317177396,-0.0011405291089432272,0.0022715774729001577,-0.0011310483639569305,0.007992656958885402,0.10485353411450415,1.3723495657261051,13.088252840647659,-1.2174166121524872,0.051333595178712665,0.0512660930041029,0.007982936752203285,0.22035438669222648,0.06984606700250151,true
0.42500000000000004,9.604806243061761,0.07676455885673006,0.01648185169980345,0.22125323602012772,-1.748357024906452e-5,-0.006176532661153781,-0.001124918951649587,0.002265393742661636,-0.0011404747910120489,0.007992306863262608,0.10484680617550085,1.3723278480604235,13.088885566655344,-1.2177018699631992,0.058177936487182634,0.05807972909199959,0.007979829158778493,0.22029597453847657,0.06982797761068868,true
0.475,9.604806243061761,0.07676082737075521,0.01842555447196508,0.22143283757121462,-1.9541292339547404e-5,-0.006175782856766522,-0.001112174458634945,0.0022588055112542998,-0.0011466310526193548,0.00799191836131052,0.10484011423096232,1.372301009810348,13.089465038040448,-1.218035588060612,0.06502607755211295,0.06488903417122112,0.00797634062321735,0.22023722113746946,0.06980994673913771,true
