r,tau,Dtau,Sr,E,nur,Pi,piR,piEta,piPhi,D,T,mu,alpha,phi,ur,v,n,e,P,ok
0.03125,3.502177648692094,0.3152811181191327,0.0,5.776645543846658,-8.59527831606243e-6,-0.004505043675844825,0.09683471047521601,-0.2079683087631155,0.1111335982878995,0.09002430765808697,0.2391666756250538,1.4565685193344775,6.090181734256189,-0.18159503430825313,0.0,0.0,0.09002430765808692,5.7766455438467,1.8894733928458607,true
0.09375,3.502177648692094,0.3138982536728258,0.05612488366022987,5.7417299452008566,-2.5822903037014863e-5,-0.004514214996667237,0.09093736970928534,-0.20052323775601924,0.1095858680467339,0.08962944920571139,0.23879774709519777,1.4562272458393302,6.098161576284883,-0.18330471996965547,0.007283464302662427,0.007283271120637633,0.0896272600008063,5.741321172456589,1.8778464064336065,true
0.15625,3.502177648692094,0.31370325713874136,0.0933044181957374,5.744965177373994,-4.292403908413856e-5,-0.004515096630896113,0.09685648725990297,-0.20058580160213726,0.1037293143422343,0.08957377055270038,0.2388258805001418,1.4560140416642149,6.096550502043895,-0.18417584494473996,0.012093188659058193,0.012092304470569002,0.08956774041609786,5.743836911940752,1.878709715148003,true
0.21875,3.502177648692094,0.313210741140509,0.1328144379827781,5.739265158162874,-6.021707165057978e-5,-0.004515484107974071,0.09849502041574076,-0.20031322766173226,0.1018182072459915,0.08943313919483187,0.23875549624249162,1.4557588235636654,6.097278791375451,-0.18529909104752568,0.0172294287476247,0.017226872011184283,0.08942090508988298,5.736977180838554,1.8764798507944254,true
0.28125,3.502177648692094,0.312735823246954,0.1705000176227744,5.733629053251194,-7.743090266930792e-5,-0.004515023064461991,0.09955859858705032,-0.20033704323506543,0.10077844464801511,0.08929753274044987,0.2386821704206339,1.4555176824502902,6.0981416411841955,-0.18636631915705218,0.02214013780912287,0.022134713413762754,0.08927736808741756,5.729855084224117,1.8741611254119768,true
0.34375,3.502177648692094,0.3121475985537418,0.20832001735442257,5.72656573780413,-9.465319627550518e-5,-0.0045143596766402845,0.09985411641468092,-0.2001992655226175,0.10034514910793657,0.0891295730444499,0.23859008897671236,1.455220512160603,6.099249631038279,-0.1876837719096023,0.02708854089328797,0.02707860772227968,0.08909945201490847,5.720924721773543,1.8712528646670794,true
0.40625,3.502177648692094,0.31145475242367293,0.24579267023589807,5.718910355549366,-0.00011180028187658024,-0.00451345869932113,0.09995523313813048,-0.20003056513091833,0.10007533199278784,0.08893174009604775,0.23848837317068747,1.4548562538035472,6.100323611005969,-0.18929118261099945,0.032010671873520025,0.03199428406920991,0.08888978679480526,5.711046395035771,1.868041065751948,true
0.46875,3.502177648692094,0.31063918755907294,0.28312281785463134,5.71018694089517,-0.00012897111301106543,-0.004512390948715042,0.09991521841981077,-0.19980242059216433,0.09988720217235356,0.08869886645387128,0.238371885517214,1.4544204731904953,6.101476564800107,-0.19121183989717278,0.03693840002834573,0.036913225572357225,0.08864317342313521,5.6997359644550745,1.8643662830122851,true
0.53125,3.502177648692094,0.3097101619042339,0.32022120984437835,5.700392167179723,-0.0001461448810854582,-0.004511148923278838,0.0998277015840996,-0.1995391935621627,0.0997114919780631,0.08843359560012518,0.23824055871560731,1.4539199769961264,6.102739117278938,-0.19341804456931394,0.04186315144339194,0.041826516511776206,0.08836231371215086,5.6869984294588125,1.8602291050124031,true
0.59375,3.502177648692094,0.3086709542083358,0.35708452070384533,5.6894362393322675,-0.00016334951249463264,-0.004509736990602097,0.0997085356874745,-0.19924046072770663,0.09953192504023213,0.0881368637377977,0.23809336242088963,1.4533587469944507,6.104154824884514,-0.195894805849729,0.04678850242821787,0.0467373725101334,0.08804817500713233,5.672747047070607,1.855600206825102,true
0.65625,3.502177648692094,0.3075236847936811,0.3936765453644364,5.677312543989414,-0.0001805612103895345,-0.004508149267964431,0.09957195951113935,-0.19891009234017584,0.09933813282903649,0.08780927629657147,0.2379301900995772,1.4527380675003263,6.1057323868498345,-0.19863781254448584,0.051713244168749305,0.05164423522839864,0.08770141136729427,5.656981419876784,1.850479200183835,true
0.71875,3.502177648692094,0.3062678176556778,0.4299719048456498,5.664012009113784,-0.00019775657155371857,-0.004506380880761229,0.09942068533142322,-0.19854830105774873,0.09912761572632552,0.08745068022750219,0.23775091052062552,1.4520571483677855,6.10747250215816,-0.20165160052270456,0.05663766508274797,0.05654704119175298,0.08732191819532993,5.639698370099289,1.8448650746982909,true
0.78125,3.502177648692094,0.30490310517543406,0.4659411474874545,5.649538279321163,-0.000214871912634384,-0.004504426003028236,0.09925604065559708,-0.19815539169692542,0.09889935104132834,0.08706100482632619,0.23755552955333892,1.4513150827284051,6.1093719243547975,-0.20494120832772916,0.061561396437567625,0.06144507410225083,0.08690967799416005,5.6209084909866185,1.8387613806005256,true
0.84375,3.502177648692094,0.3034308174281625,0.501556529198886,5.633896466791539,-0.00023181717506251176,-0.0045022792492302975,0.09907754363569236,-0.19773106028900736,0.098653516653315,0.08664061274603825,0.23734405555398252,1.4505120614146212,6.111432022297734,-0.20850717524763568,0.06648425646943366,0.06633780638571758,0.08646510704422261,5.60062430686619,1.8321721388126213,true
0.90625,3.502177648692094,0.3018536935972798,0.5367908704634163,5.617095145259087,-0.0002485933593957997,-0.004499934980720967,0.09888468491909409,-0.1972750957622565,0.0983904108431624,0.08619028612383745,0.23711652258340996,1.4496493335361489,6.11365803505409,-0.21234566834598956,0.07140605654313324,0.07122470626424941,0.08598904929246132,5.578862373185158,1.8251025439322437,true
0.96875,3.502177648692094,0.30017391506803626,0.5716184825713784,5.599144439033653,-0.00026530647749926266,-0.004497386830365404,0.09867714644588899,-0.19678743441135943,0.09811028796547044,0.08571064782511467,0.2368729802943265,1.448727659771408,6.116052822788364,-0.21645499695610496,0.07632673096979194,0.07610536673001021,0.0854822008585598,5.555641204788059,1.8175585042634592,true
