r,tau,Dtau,Sr,E,nur,Pi,piR,piEta,piPhi,D,T,mu,alpha,phi,ur,v,n,e,P,ok
-0.025,3.7,0.7796465834513054,1.4725669344559632e-5,-0.007630769066680049,1.5403850710922793e-5,-1.696832743854954e-10,0.0,-0.2277366294179039,0.11390429738527308,0.42968165319106555,0.2327304395180523,1.4485388142689404,6.224105524265041,0.0,-0.002116504271753236,0.0,-0.0076307549910785075,0.0,1.6748641854181556,true
0.025,3.7,0.7796465834513054,1.4725669344559632e-5,0.007630769066680049,-1.5403850710922793e-5,-1.696832743854954e-10,0.0,-0.2277366294179039,0.11390429738527308,0.42968165319106555,0.2327304395180523,1.4485388142689404,6.224105524265041,0.0,0.002116504271753236,0.0,0.0076307549910785075,0.0,1.6748641854181556,true
0.07500000000000001,3.7,0.7796704514557868,0.00013164849248098367,0.022890604433171716,-4.716864389156073e-5,-1.696792286590908e-10,0.0,-0.22776136934189697,0.11396808610167435,0.42968949380013843,0.23272619285058208,1.4485264924577437,6.224166153002579,0.0,0.006323125353756195,0.0,0.022890229603768904,0.0,1.6747419432167228,true
0.12500000000000003,3.7,0.7797564131207978,0.0003650030747738001,0.03813928404649917,-7.950379868425557e-5,-1.6967695576656855e-10,0.0,-0.22774592377338865,0.11400933837255171,0.42971773111201006,0.23271090010929532,1.4484783784938522,6.224368423711815,0.0,0.010534854165742034,0.0,0.03813755514260305,0.0,1.6743017903304243,true
0.17500000000000002,3.7,0.7799026455451356,0.0007145172893921202,0.053365135307792785,-0.00011182233411484602,-1.6967616783337652e-10,0.0,-0.22769964006002638,0.11402712646090694,0.42976576305646197,0.23268489162284003,1.4483893834164177,6.224681685668352,0.0,0.014747307723242913,0.0,0.05336040079310421,0.0,1.6735534180810503,true
0.225,3.7,0.7801084409197728,0.001179734414566434,0.06855666583961238,-0.0001440495930710459,-1.696767484705548e-10,0.0,-0.22762655704184023,0.11402741331598426,0.42983335166815934,0.23264830337596085,1.4482592943396977,6.225101465705956,0.0,0.01896017209635942,0.0,0.06854661941848245,0.0,1.6725010469022012,true
0.275,3.7,0.78037304733006,0.001759971800361136,0.08370277430797594,-0.00017618558635084018,-1.6967857439443169e-10,0.0,-0.22752919760067636,0.1140146855732901,0.4299202423868774,0.23260128307708716,1.4480888461968027,6.225627077546631,0.0,0.02317324634330604,0.0,0.08368446119907996,0.0,1.6711493521853629,true
0.325,3.7,0.7806958419905984,0.002454342183370911,0.09879266693152029,-0.00020823605332316868,-1.6968154091468964e-10,0.0,-0.22740906297824776,0.11399191783727798,0.4300262210338741,0.23254395920225243,1.4478788218573442,6.226258582782915,0.0,0.027386368778335973,0.0,0.09876249236925543,0.0,1.669502568578406,true
0.375,3.7,0.7810763631014526,0.0032617696363723054,0.11381577720384799,-0.0002402021129999219,-1.6968556622054574e-10,0.0,-0.227267025163064,0.11396100399083703,0.4301511243128133,0.2324764352522726,1.447629878036575,6.226996196262536,0.0,0.03159941404061023,0.0,0.11376951685051788,0.0,1.6675643217135692,true
0.425,3.7,0.7815142920318906,0.004180998610311956,0.1287617156670991,-0.0002720804621321578,-1.696905883291313e-10,0.0,-0.22710359360446752,0.11392312531008625,0.430294833971962,0.2323987928856148,1.447342538730784,6.2278401740372065,0.0,0.0358122852241787,0.0,0.12869452781815519,0.0,1.6653377164449474,true
0.475,3.7,0.7820094258449254,0.005210599551344828,0.14362024205361298,-0.0003038648005347479,-1.6969656071897008e-10,0.0,-0.22691907785804052,0.11387900841611755,0.43045726778075655,0.23231109679145365,1.4470172215622108,6.228790796253708,0.0,0.040024905997277115,0.0,0.14352668157860143,0.0,1.6628254757029963,true
0.525,3.7,0.7825616520295673,0.0063489730453917285,0.15838125187255406,-0.0003355469492004398,-1.6970344839324414e-10,0.0,-0.2267136816605517,0.11382909451321953,0.43063837122445237,0.23221339918146583,1.4466542654788435,6.229848366107155,0.0,0.044237214299805705,0.0,0.15825528584977672,0.0,1.6600300685933447,true
0.5750000000000001,3.7,0.7831709282357028,0.007594353400601741,0.17303477210023283,-0.00036711758472604593,-1.6971122477823118e-10,0.0,-0.22648755557901162,0.11377364721034867,0.4308381108380558,0.23210574339740386,1.4462539533630168,6.231013210589916,0.0,0.0484491577033496,0.0,0.17286979710541717,0.0,1.6569538130895776,true
0.625,3.7,0.7838372669327834,0.008944812103199784,0.1875709625331064,-0.00039856670564895,-1.697198693944474e-10,0.0,-0.22624082572897697,0.11371282020548348,0.4310564691552706,0.23198816664546812,1.4458165291745342,6.232285681123029,0.0,0.05266069012874098,0.0,0.18735982353995162,0.0,1.6535989535466178,true
0.675,3.7,0.7845607241260928,0.010398261366990449,0.20198012059868573,-0.0004298839272730363,-1.6972936616421794e-10,0.0,-0.22597360906898298,0.1136466994364071,0.43129344098869854,0.23186070201012024,1.4453422105815223,6.2336661540791685,0.0,0.056871769575238075,0.0,0.20171513144457723,0.0,1.6499677173847411,true
0.725,3.7,0.7853413911844804,0.011952457890633558,0.21625268822311183,-0.00046105866713334426,-1.6973970219836768e-10,0.0,-0.22568602133969984,0.11357532920904884,0.43154903073085665,0.23172337991500858,1.4448311981550024,6.235155031334935,0.0,0.06108235657074638,0.0,0.21592565358775567,0.0,1.646062355752037,true
0.775,3.7,0.7861793889706101,0.013605006880125208,0.2303792598755443,-0.0004920802596615534,-1.6975086692939765e-10,0.0,-0.22537818106079438,0.11349872834362147,0.4318232504103932,0.2315762291746975,1.444283682036348,6.236752740916266,0.0,0.06529241312297757,0.0,0.22998149871443946,0.0,1.641885172295787,true
0.8250000000000001,3.7,0.787074863642902,0.015353366362138078,0.24435059124314143,-0.0005229380243748355,-1.6976285149254342e-10,0.0,-0.22505021146347043,0.11341690012556896,0.43211611829629887,0.23141927774939128,1.443699846778261,6.238459737747835,0.0,0.06950190201283764,0.0,0.2438729616120651,0.0,1.63743854327264,true
0.875,3.7,0.7880279836588463,0.01719485179537056,0.25815760819931427,-0.0005536213034266769,-1.697756482761601e-10,0.0,-0.22470224137050968,0.1133298384205099,0.43242765789558957,0.23125255328637,1.4430798748761224,6.240276504489421,0.0,0.07371078631872216,0.0,0.2575905334005612,0.0,1.6327249314104606,true
0.925,3.7,0.7890389376375164,0.01912664097565735,0.27179141585507716,-0.0005841194792386203,-1.6978925060357824e-10,0.0,-0.22433440555652423,0.11323753141874204,0.43275789723201175,0.23107608350908415,1.4424239493610735,6.242203552425919,0.0,0.07791902909498288,0.0,0.27112491183122034,0.0,1.6277468952801497,true
0.975,3.7,0.7901079328357156,0.021145779222937137,0.28524330755801725,-0.0006144219797762462,-1.6980365249512792e-10,0.0,-0.2239468448611645,0.11313996391890854,0.4331068683250668,0.23088989649765926,1.441732255716618,6.244241422366587,0.0,0.08212659315230254,0.0,0.28446701145455894,0.0,1.6225070954408793,true
1.0250000000000001,3.7,0.7912351940629909,0.0232491848325619,0.2985047737456217,-0.0006445182770121464,-1.6981884849454975e-10,0.0,-0.22353970618990268,0.11303711871530794,0.43347460681190003,0.23069402089196323,1.441004983300714,6.2463906855026545,0.0,0.0863334409047175,0.0,0.2976079735601792,0.0,1.6170082982592662,true
1.0750000000000002,3.7,0.7924209629116153,0.02543365476918401,0.3115675105828703,-0.0006743978827259316,-1.6983483354208678e-10,0.0,-0.22311314246550903,0.11292897743905789,0.43386115167133055,0.23048848603931824,1.4402423263987247,6.2486519441714705,0.0,0.09053953425968383,0.0,0.3105391758155548,0.0,1.6112533780416844,true
