r,tau,Dtau,Sr,E,nur,Pi,piR,piEta,piPhi,D,T,mu,alpha,phi,ur,v,n,e,P,ok
0.03125,0.7021748486892769,0.39895202336527946,0.0,59.51954157888204,9.00021233854566e-6,-0.0010267146296072394,4.280369427060384,-8.566945435028252,4.286576007967868,0.5681662111794349,0.4293520063141653,1.7536897477856672,4.084503442386287,0.5908665711463741,0.0,0.0,0.5681662111794347,59.51954157888237,19.644435390543425,true
0.09375,0.7021748486892769,0.39878614515480487,0.051944955819099234,59.48729432279653,2.6970109382019546e-5,-0.0010275870591285874,4.2729884836708125,-8.558320810186922,4.28533232651611,0.5679299762718699,0.42929360964430285,1.7535881375499631,4.084822364355535,0.5907102548302013,0.0006228935736016593,0.0006228934527614611,0.5679298492950057,59.487261966623954,19.633748172760853,true
0.15625,0.7021748486892769,0.3984039785061264,0.09569508797402557,59.4417859906894,4.498136214890965e-5,-0.0010279735094167741,4.274181022512892,-8.553480810003133,4.279299787490242,0.5673857148968123,0.429212000538227,1.7532840246094044,4.08489050262063,0.5901140329063238,0.0011483372125272672,0.0011483364553843036,0.5673852891438478,59.44167610053159,19.618728131915876,true
0.21875,0.7021748486892769,0.39782129133023897,0.1344744791735406,59.38311045341973,6.308443322834622e-5,-0.0010283702834751468,4.272953564197945,-8.547555024970801,4.274601460772857,0.5665558828728156,0.429107244035024,1.7527938721451326,4.084745472164689,0.5891158344660791,0.0016152250281035634,0.0016152229210854901,0.5665550419204515,59.382893247158954,19.599403983303016,true
0.28125,0.7021748486892769,0.39703934534739566,0.1742148543669595,59.30288193725142,8.10682603809866e-5,-0.001028927624510484,4.269211290442097,-8.539241489220014,4.270030198777917,0.5654422770746259,0.4289637906447135,1.7521388382008705,4.084584471727751,0.5877858311115653,0.0020953424961218585,0.0020953378963781124,0.5654408659377882,59.30251689826525,19.57297402811115,true
0.34375,0.7021748486892769,0.3960738981441207,0.2130676842919848,59.20321532792104,9.908809258855055e-5,-0.0010296164876749461,4.264338827174049,-8.5289327690027,4.264593941828652,0.5640673386172358,0.4287853456347437,1.751330178745373,4.084398397880942,0.5861445156744373,0.002566882934952617,0.0025668744785423197,0.5640652259923002,59.2026684099203,19.540138262049197,true
0.40625,0.7021748486892769,0.39491862557918683,0.25156695283000446,59.0832567329729,0.00011710908200828324,-0.0010304480917337072,4.258217838156258,-8.516481612573877,4.258263774417618,0.5624220609957283,0.4285702338483034,1.750362193836593,4.084189837729492,0.5841800807967711,0.0030367563696928543,0.0030367423674742405,0.5624191120882147,59.082492788949324,19.500614612948656,true
0.46875,0.7021748486892769,0.3935749454543921,0.2895704996063313,58.943505932432096,0.0001351911150607829,-0.0010314124455490375,4.250997932765538,-8.501946298474763,4.250948365709226,0.5605084633678684,0.4283192089695405,1.749234118181254,4.083949730831822,0.5818887244886047,0.0035036798141114167,0.0035036583091217093,0.5605045494018591,58.942491376345444,19.454569695771443,true
0.53125,0.7021748486892769,0.3920433654638472,0.3272132943542888,58.78413634752262,0.0001533423729802061,-0.0010325027699268075,4.242691560580368,-8.485334229019195,4.242642668438827,0.558327268764553,0.4280323989454578,1.747944801606933,4.083674053443944,0.5792664345451276,0.003969724390953247,0.0039696931124517465,0.5583222608399382,58.782837411161964,19.40206112793407,true
0.59375,0.7021748486892769,0.39032660594180324,0.36459202590813905,58.605344277483184,0.00017152569577729888,-0.001033712047043417,4.23334305871353,-8.466671400084566,4.2333283413710365,0.5558823513408534,0.42770993457454054,1.7464952843271964,4.08336384812876,0.5763141428370016,0.0044365056623574825,0.004436462002057654,0.5558761198617476,58.6037267788144,19.343153004875905,true
